CountyFIPS,CountyName,StateDesc
13269,Taylor,Georgia
55115,Shawano,Wisconsin
29221,Washington,Missouri
18091,LaPorte,Indiana
42113,Sullivan,Pennsylvania
16055,Kootenai,Idaho
18001,Adams,Indiana
21193,Perry,Kentucky
47141,Putnam,Tennessee
26007,Alpena,Michigan
29117,Livingston,Missouri
37187,Washington,North Carolina
19171,Tama,Iowa
40053,Grant,Oklahoma
51041,Chesterfield,Virginia
22061,Lincoln,Louisiana
39145,Scioto,Ohio
32033,White Pine,Nevada
47175,Van Buren,Tennessee
39115,Morgan,Ohio
26079,Kalkaska,Michigan
36047,Kings,New York
33017,Strafford,New Hampshire
26057,Gratiot,Michigan
56007,Carbon,Wyoming
51775,Salem,Virginia
53075,Whitman,Washington
10003,New Castle,Delaware
46033,Custer,South Dakota
17111,McHenry,Illinois
20121,Miami,Kansas
49049,Utah,Utah
29103,Knox,Missouri
21049,Clark,Kentucky
37127,Nash,North Carolina
48325,Medina,Texas
35017,Grant,New Mexico
5091,Miller,Arkansas
17041,Douglas,Illinois
51159,Richmond,Virginia
51043,Clarke,Virginia
27029,Clearwater,Minnesota
45087,Union,South Carolina
27123,Ramsey,Minnesota
53041,Lewis,Washington
22017,Caddo,Louisiana
48109,Culberson,Texas
21143,Lyon,Kentucky
21237,Wolfe,Kentucky
48373,Polk,Texas
37161,Rutherford,North Carolina
25021,Norfolk,Massachusetts
36057,Montgomery,New York
18057,Hamilton,Indiana
20185,Stafford,Kansas
13033,Burke,Georgia
48339,Montgomery,Texas
29031,Cape Girardeau,Missouri
1019,Cherokee,Alabama
29211,Sullivan,Missouri
48343,Morris,Texas
28049,Hinds,Mississippi
21207,Russell,Kentucky
6005,Amador,California
47163,Sullivan,Tennessee
55109,St. Croix,Wisconsin
31037,Colfax,Nebraska
29115,Linn,Missouri
21027,Breckinridge,Kentucky
13003,Atkinson,Georgia
36101,Steuben,New York
48407,San Jacinto,Texas
48217,Hill,Texas
1107,Pickens,Alabama
22051,Jefferson,Louisiana
48403,Sabine,Texas
31131,Otoe,Nebraska
12075,Levy,Florida
51079,Greene,Virginia
48029,Bexar,Texas
5117,Prairie,Arkansas
56001,Albany,Wyoming
55063,La Crosse,Wisconsin
16085,Valley,Idaho
5061,Howard,Arkansas
19161,Sac,Iowa
17031,Cook,Illinois
32017,Lincoln,Nevada
18173,Warrick,Indiana
48231,Hunt,Texas
13069,Coffee,Georgia
22011,Beauregard,Louisiana
42049,Erie,Pennsylvania
13229,Pierce,Georgia
54019,Fayette,West Virginia
20203,Wichita,Kansas
55027,Dodge,Wisconsin
55079,Milwaukee,Wisconsin
54053,Mason,West Virginia
19137,Montgomery,Iowa
27167,Wilkin,Minnesota
4025,Yavapai,Arizona
12017,Citrus,Florida
29169,Pulaski,Missouri
13171,Lamar,Georgia
8023,Costilla,Colorado
47065,Hamilton,Tennessee
29021,Buchanan,Missouri
49043,Summit,Utah
31059,Fillmore,Nebraska
19191,Winneshiek,Iowa
27031,Cook,Minnesota
22095,St. John the Baptist,Louisiana
56045,Weston,Wyoming
51117,Mecklenburg,Virginia
21071,Floyd,Kentucky
21179,Nelson,Kentucky
38067,Pembina,North Dakota
13207,Monroe,Georgia
27095,Mille Lacs,Minnesota
5027,Columbia,Arkansas
37149,Polk,North Carolina
37105,Lee,North Carolina
6079,San Luis Obispo,California
31011,Boone,Nebraska
54017,Doddridge,West Virginia
45015,Berkeley,South Carolina
12041,Gilchrist,Florida
26123,Newaygo,Michigan
20091,Johnson,Kansas
2110,Juneau,Alaska
16007,Bear Lake,Idaho
18113,Noble,Indiana
48077,Clay,Texas
51021,Bland,Virginia
23011,Kennebec,Maine
55093,Pierce,Wisconsin
31171,Thomas,Nebraska
6015,Del Norte,California
28121,Rankin,Mississippi
13305,Wayne,Georgia
17149,Pike,Illinois
51099,King George,Virginia
20027,Clay,Kansas
17183,Vermilion,Illinois
46117,Stanley,South Dakota
21165,Menifee,Kentucky
13181,Lincoln,Georgia
28047,Harrison,Mississippi
44003,Kent,Rhode Island
54037,Jefferson,West Virginia
47055,Giles,Tennessee
39075,Holmes,Ohio
17095,Knox,Illinois
28027,Coahoma,Mississippi
39021,Champaign,Ohio
40131,Rogers,Oklahoma
41065,Wasco,Oregon
13283,Treutlen,Georgia
36029,Erie,New York
17085,Jo Daviess,Illinois
29205,Shelby,Missouri
31093,Howard,Nebraska
13209,Montgomery,Georgia
48181,Grayson,Texas
54081,Raleigh,West Virginia
37095,Hyde,North Carolina
35028,Los Alamos,New Mexico
40083,Logan,Oklahoma
24045,Wicomico,Maryland
45067,Marion,South Carolina
39131,Pike,Ohio
38097,Traill,North Dakota
28091,Marion,Mississippi
48057,Calhoun,Texas
21047,Christian,Kentucky
24031,Montgomery,Maryland
16079,Shoshone,Idaho
39085,Lake,Ohio
48287,Lee,Texas
36123,Yates,New York
30093,Silver Bow,Montana
30029,Flathead,Montana
53051,Pend Oreille,Washington
47089,Jefferson,Tennessee
48253,Jones,Texas
17169,Schuyler,Illinois
21093,Hardin,Kentucky
20165,Rush,Kansas
45003,Aiken,South Carolina
22085,Sabine,Louisiana
15003,Honolulu,Hawaii
31181,Webster,Nebraska
6053,Monterey,California
18019,Clark,Indiana
49009,Daggett,Utah
4001,Apache,Arizona
28037,Franklin,Mississippi
17055,Franklin,Illinois
19097,Jackson,Iowa
35057,Torrance,New Mexico
53031,Jefferson,Washington
27021,Cass,Minnesota
42083,McKean,Pennsylvania
47153,Sequatchie,Tennessee
13013,Barrow,Georgia
22003,Allen,Louisiana
17105,Livingston,Illinois
26065,Ingham,Michigan
21009,Barren,Kentucky
47045,Dyer,Tennessee
51678,Lexington,Virginia
39165,Warren,Ohio
29213,Taney,Missouri
21213,Simpson,Kentucky
20195,Trego,Kansas
18009,Blackford,Indiana
13261,Sumter,Georgia
22075,Plaquemines,Louisiana
28155,Webster,Mississippi
26037,Clinton,Michigan
47183,Weakley,Tennessee
48027,Bell,Texas
26133,Osceola,Michigan
56015,Goshen,Wyoming
48317,Martin,Texas
28101,Newton,Mississippi
18083,Knox,Indiana
42121,Venango,Pennsylvania
29095,Jackson,Missouri
29113,Lincoln,Missouri
51033,Caroline,Virginia
28111,Perry,Mississippi
27137,St. Louis,Minnesota
47119,Maury,Tennessee
51051,Dickenson,Virginia
48151,Fisher,Texas
55025,Dane,Wisconsin
26071,Iron,Michigan
40045,Ellis,Oklahoma
51169,Scott,Virginia
46053,Gregory,South Dakota
36007,Broome,New York
26001,Alcona,Michigan
22037,East Feliciana,Louisiana
17119,Madison,Illinois
31029,Chase,Nebraska
37169,Stokes,North Carolina
29139,Montgomery,Missouri
51065,Fluvanna,Virginia
41071,Yamhill,Oregon
45079,Richland,South Carolina
23031,York,Maine
37085,Harnett,North Carolina
48117,Deaf Smith,Texas
47075,Haywood,Tennessee
21135,Lewis,Kentucky
21115,Johnson,Kentucky
13143,Haralson,Georgia
20193,Thomas,Kansas
5125,Saline,Arkansas
20047,Edwards,Kansas
47155,Sevier,Tennessee
38033,Golden Valley,North Dakota
47139,Polk,Tennessee
18049,Fulton,Indiana
48087,Collingsworth,Texas
35007,Colfax,New Mexico
1027,Clay,Alabama
37115,Madison,North Carolina
5037,Cross,Arkansas
37189,Watauga,North Carolina
21019,Boyd,Kentucky
36049,Lewis,New York
50015,Lamoille,Vermont
36093,Schenectady,New York
55135,Waupaca,Wisconsin
16037,Custer,Idaho
28057,Itawamba,Mississippi
51087,Henrico,Virginia
48487,Wilbarger,Texas
39019,Carroll,Ohio
47109,McNairy,Tennessee
30003,Big Horn,Montana
48349,Navarro,Texas
26031,Cheboygan,Michigan
31123,Morrill,Nebraska
55035,Eau Claire,Wisconsin
31133,Pawnee,Nebraska
55123,Vernon,Wisconsin
37179,Union,North Carolina
1083,Limestone,Alabama
18165,Vermillion,Indiana
55055,Jefferson,Wisconsin
54027,Hampshire,West Virginia
42057,Fulton,Pennsylvania
40019,Carter,Oklahoma
12103,Pinellas,Florida
48467,Van Zandt,Texas
55073,Marathon,Wisconsin
13237,Putnam,Georgia
17021,Christian,Illinois
32027,Pershing,Nevada
27159,Wadena,Minnesota
30059,Meagher,Montana
46019,Butte,South Dakota
29085,Hickory,Missouri
5047,Franklin,Arkansas
27039,Dodge,Minnesota
48223,Hopkins,Texas
48453,Travis,Texas
28067,Jones,Mississippi
2070,Dillingham,Alaska
36059,Nassau,New York
5035,Crittenden,Arkansas
12049,Hardee,Florida
6103,Tehama,California
38003,Barnes,North Dakota
49023,Juab,Utah
27009,Benton,Minnesota
4017,Navajo,Arizona
8001,Adams,Colorado
51620,Franklin City,Virginia
24021,Frederick,Maryland
19007,Appanoose,Iowa
1005,Barbour,Alabama
40145,Wagoner,Oklahoma
35035,Otero,New Mexico
21187,Owen,Kentucky
20101,Lane,Kansas
26021,Berrien,Michigan
8043,Fremont,Colorado
48359,Oldham,Texas
48047,Brooks,Texas
48477,Washington,Texas
17077,Jackson,Illinois
12083,Marion,Florida
41001,Baker,Oregon
19033,Cerro Gordo,Iowa
6039,Madera,California
39001,Adams,Ohio
13247,Rockdale,Georgia
9007,Middlesex,Connecticut
31083,Harlan,Nebraska
51133,Northumberland,Virginia
20067,Grant,Kansas
13313,Whitfield,Georgia
29161,Phelps,Missouri
17125,Mason,Illinois
39029,Columbiana,Ohio
18137,Ripley,Indiana
31117,McPherson,Nebraska
36037,Genesee,New York
21123,Larue,Kentucky
39067,Harrison,Ohio
48451,Tom Green,Texas
22115,Vernon,Louisiana
53021,Franklin,Washington
26111,Midland,Michigan
13023,Bleckley,Georgia
21085,Grayson,Kentucky
46015,Brule,South Dakota
28131,Stone,Mississippi
16015,Boise,Idaho
21157,Marshall,Kentucky
46083,Lincoln,South Dakota
23021,Piscataquis,Maine
17159,Richland,Illinois
51510,Alexandria,Virginia
47025,Claiborne,Tennessee
46095,Mellette,South Dakota
49033,Rich,Utah
31019,Buffalo,Nebraska
39093,Lorain,Ohio
29065,Dent,Missouri
41027,Hood River,Oregon
21067,Fayette,Kentucky
37011,Avery,North Carolina
22109,Terrebonne,Louisiana
48245,Jefferson,Texas
40117,Pawnee,Oklahoma
30037,Golden Valley,Montana
54007,Braxton,West Virginia
13291,Union,Georgia
48189,Hale,Texas
20131,Nemaha,Kansas
48279,Lamb,Texas
23017,Oxford,Maine
18153,Sullivan,Indiana
19011,Benton,Iowa
16071,Oneida,Idaho
45045,Greenville,South Carolina
38013,Burke,North Dakota
46125,Turner,South Dakota
48013,Atascosa,Texas
17135,Montgomery,Illinois
18043,Floyd,Indiana
20001,Allen,Kansas
31157,Scotts Bluff,Nebraska
20077,Harper,Kansas
51187,Warren,Virginia
39157,Tuscarawas,Ohio
41055,Sherman,Oregon
40027,Cleveland,Oklahoma
20037,Crawford,Kansas
26095,Luce,Michigan
37033,Caswell,North Carolina
8107,Routt,Colorado
51690,Martinsville,Virginia
22045,Iberia,Louisiana
48413,Schleicher,Texas
30101,Toole,Montana
13053,Chattahoochee,Georgia
38023,Divide,North Dakota
20155,Reno,Kansas
18107,Montgomery,Indiana
31147,Richardson,Nebraska
29055,Crawford,Missouri
26041,Delta,Michigan
17047,Edwards,Illinois
33001,Belknap,New Hampshire
46103,Pennington,South Dakota
56023,Lincoln,Wyoming
13079,Crawford,Georgia
48309,McLennan,Texas
40091,McIntosh,Oklahoma
13257,Stephens,Georgia
22067,Morehouse,Louisiana
32015,Lander,Nevada
42097,Northumberland,Pennsylvania
13089,DeKalb,Georgia
46061,Hanson,South Dakota
51177,Spotsylvania,Virginia
31053,Dodge,Nebraska
31089,Holt,Nebraska
37139,Pasquotank,North Carolina
48067,Cass,Texas
21221,Trigg,Kentucky
42019,Butler,Pennsylvania
42063,Indiana,Pennsylvania
38087,Slope,North Dakota
40037,Creek,Oklahoma
54101,Webster,West Virginia
48125,Dickens,Texas
48389,Reeves,Texas
25005,Bristol,Massachusetts
19071,Fremont,Iowa
5111,Poinsett,Arkansas
29001,Adair,Missouri
1065,Hale,Alabama
1069,Houston,Alabama
26085,Lake,Michigan
5075,Lawrence,Arkansas
55065,Lafayette,Wisconsin
48095,Concho,Texas
32001,Churchill,Nevada
51735,Poquoson,Virginia
8039,Elbert,Colorado
29131,Miller,Missouri
37075,Graham,North Carolina
1091,Marengo,Alabama
19135,Monroe,Iowa
5101,Newton,Arkansas
18097,Marion,Indiana
8069,Larimer,Colorado
1129,Washington,Alabama
48159,Franklin,Texas
38077,Richland,North Dakota
26141,Presque Isle,Michigan
29227,Worth,Missouri
48423,Smith,Texas
16045,Gem,Idaho
5139,Union,Arkansas
17189,Washington,Illinois
8103,Rio Blanco,Colorado
55127,Walworth,Wisconsin
1035,Conecuh,Alabama
13117,Forsyth,Georgia
51157,Rappahannock,Virginia
27121,Pope,Minnesota
48003,Andrews,Texas
5077,Lee,Arkansas
46031,Corson,South Dakota
30067,Park,Montana
12111,St. Lucie,Florida
18073,Jasper,Indiana
42033,Clearfield,Pennsylvania
17013,Calhoun,Illinois
16067,Minidoka,Idaho
22083,Richland,Louisiana
19061,Dubuque,Iowa
16023,Butte,Idaho
20033,Comanche,Kansas
20175,Seward,Kansas
5131,Sebastian,Arkansas
36011,Cayuga,New York
55047,Green Lake,Wisconsin
48409,San Patricio,Texas
13075,Cook,Georgia
53035,Kitsap,Washington
21029,Bullitt,Kentucky
17199,Williamson,Illinois
6011,Colusa,California
37053,Currituck,North Carolina
13031,Bulloch,Georgia
39011,Auglaize,Ohio
51081,Greensville,Virginia
51710,Norfolk,Virginia
41035,Klamath,Oregon
18071,Jackson,Indiana
36113,Warren,New York
1045,Dale,Alabama
30035,Glacier,Montana
27151,Swift,Minnesota
1089,Madison,Alabama
49029,Morgan,Utah
49025,Kane,Utah
19109,Kossuth,Iowa
22025,Catahoula,Louisiana
48005,Angelina,Texas
48269,King,Texas
51061,Fauquier,Virginia
40115,Ottawa,Oklahoma
18151,Steuben,Indiana
53057,Skagit,Washington
30045,Judith Basin,Montana
47123,Monroe,Tennessee
46065,Hughes,South Dakota
55078,Menominee,Wisconsin
8083,Montezuma,Colorado
32011,Eureka,Nevada
30109,Wibaux,Montana
55069,Lincoln,Wisconsin
37079,Greene,North Carolina
48303,Lubbock,Texas
38053,McKenzie,North Dakota
47173,Union,Tennessee
48091,Comal,Texas
27149,Stevens,Minnesota
18093,Lawrence,Indiana
19173,Taylor,Iowa
19075,Grundy,Iowa
16053,Jerome,Idaho
18029,Dearborn,Indiana
16057,Latah,Idaho
8093,Park,Colorado
29105,Laclede,Missouri
50001,Addison,Vermont
53077,Yakima,Washington
20141,Osborne,Kansas
28005,Amite,Mississippi
1119,Sumter,Alabama
5015,Carroll,Arkansas
35001,Bernalillo,New Mexico
31095,Jefferson,Nebraska
46075,Jones,South Dakota
48387,Red River,Texas
37151,Randolph,North Carolina
29075,Gentry,Missouri
50023,Washington,Vermont
22023,Cameron,Louisiana
8073,Lincoln,Colorado
6037,Los Angeles,California
48345,Motley,Texas
26051,Gladwin,Michigan
25019,Nantucket,Massachusetts
13321,Worth,Georgia
29011,Barton,Missouri
51015,Augusta,Virginia
8029,Delta,Colorado
40007,Beaver,Oklahoma
1055,Etowah,Alabama
53013,Columbia,Washington
13055,Chattooga,Georgia
17093,Kendall,Illinois
28055,Issaquena,Mississippi
40061,Haskell,Oklahoma
2060,Bristol Bay,Alaska
13009,Baldwin,Georgia
22053,Jefferson Davis,Louisiana
29041,Chariton,Missouri
1025,Clarke,Alabama
40125,Pottawatomie,Oklahoma
54063,Monroe,West Virginia
31031,Cherry,Nebraska
13119,Franklin,Georgia
20097,Kiowa,Kansas
55141,Wood,Wisconsin
12125,Union,Florida
1109,Pike,Alabama
41025,Harney,Oregon
16043,Fremont,Idaho
38079,Rolette,North Dakota
45021,Cherokee,South Carolina
31107,Knox,Nebraska
9011,New London,Connecticut
42099,Perry,Pennsylvania
55009,Brown,Wisconsin
51149,Prince George,Virginia
26081,Kent,Michigan
42129,Westmoreland,Pennsylvania
27115,Pine,Minnesota
55061,Kewaunee,Wisconsin
26163,Wayne,Michigan
17033,Crawford,Illinois
18181,White,Indiana
5067,Jackson,Arkansas
48431,Sterling,Texas
18033,DeKalb,Indiana
36075,Oswego,New York
13227,Pickens,Georgia
30075,Powder River,Montana
51685,Manassas Park,Virginia
54021,Gilmer,West Virginia
31159,Seward,Nebraska
21131,Leslie,Kentucky
21229,Washington,Kentucky
26017,Bay,Michigan
38015,Burleigh,North Dakota
27037,Dakota,Minnesota
56009,Converse,Wyoming
1099,Monroe,Alabama
47029,Cocke,Tennessee
48473,Waller,Texas
48461,Upton,Texas
13161,Jeff Davis,Georgia
39025,Clermont,Ohio
21199,Pulaski,Kentucky
12033,Escambia,Florida
48367,Parker,Texas
40071,Kay,Oklahoma
33003,Carroll,New Hampshire
21195,Pike,Kentucky
6101,Sutter,California
47059,Greene,Tennessee
37015,Bertie,North Carolina
20063,Gove,Kansas
48069,Castro,Texas
19031,Cedar,Iowa
5141,Van Buren,Arkansas
46129,Walworth,South Dakota
26055,Grand Traverse,Michigan
18015,Carroll,Indiana
55087,Outagamie,Wisconsin
28127,Simpson,Mississippi
47093,Knox,Tennessee
20119,Meade,Kansas
30081,Ravalli,Montana
25015,Hampshire,Massachusetts
48101,Cottle,Texas
40035,Craig,Oklahoma
45085,Sumter,South Carolina
45007,Anderson,South Carolina
27085,McLeod,Minnesota
12063,Jackson,Florida
31043,Dakota,Nebraska
13311,White,Georgia
2188,Northwest Arctic,Alaska
5097,Montgomery,Arkansas
17155,Putnam,Illinois
47165,Sumner,Tennessee
18135,Randolph,Indiana
20183,Smith,Kansas
17019,Champaign,Illinois
24003,Anne Arundel,Maryland
45061,Lee,South Carolina
39073,Hocking,Ohio
45091,York,South Carolina
44001,Bristol,Rhode Island
55107,Rusk,Wisconsin
47187,Williamson,Tennessee
6003,Alpine,California
24035,Queen Anne's,Maryland
48397,Rockwall,Texas
39153,Summit,Ohio
20025,Clark,Kansas
13039,Camden,Georgia
48313,Madison,Texas
5123,St. Francis,Arkansas
19085,Harrison,Iowa
5005,Baxter,Arkansas
17173,Shelby,Illinois
48031,Blanco,Texas
36051,Livingston,New York
28015,Carroll,Mississippi
26103,Marquette,Michigan
47101,Lewis,Tennessee
6067,Sacramento,California
40041,Delaware,Oklahoma
48239,Jackson,Texas
41043,Linn,Oregon
39083,Knox,Ohio
8059,Jefferson,Colorado
41013,Crook,Oregon
46045,Edmunds,South Dakota
48203,Harrison,Texas
46107,Potter,South Dakota
37009,Ashe,North Carolina
47131,Obion,Tennessee
53069,Wahkiakum,Washington
18175,Washington,Indiana
54093,Tucker,West Virginia
48229,Hudspeth,Texas
46123,Tripp,South Dakota
22009,Avoyelles,Louisiana
29183,St. Charles,Missouri
35021,Harding,New Mexico
21037,Campbell,Kentucky
13067,Cobb,Georgia
48503,Young,Texas
2158,Kusilvak,Alaska
29083,Henry,Missouri
51181,Surry,Virginia
21111,Jefferson,Kentucky
18079,Jennings,Indiana
27071,Koochiching,Minnesota
39109,Miami,Ohio
12115,Sarasota,Florida
42027,Centre,Pennsylvania
29215,Texas,Missouri
20205,Wilson,Kansas
21007,Ballard,Kentucky
42081,Lycoming,Pennsylvania
37087,Haywood,North Carolina
53005,Benton,Washington
42005,Armstrong,Pennsylvania
29019,Boone,Missouri
30011,Carter,Montana
42111,Somerset,Pennsylvania
6089,Shasta,California
55117,Sheboygan,Wisconsin
29119,McDonald,Missouri
12086,Miami-Dade,Florida
13131,Grady,Georgia
2105,Hoonah-Angoon,Alaska
16033,Clark,Idaho
1015,Calhoun,Alabama
31137,Phelps,Nebraska
48293,Limestone,Texas
22063,Livingston,Louisiana
8003,Alamosa,Colorado
39147,Seneca,Ohio
51037,Charlotte,Virginia
33015,Rockingham,New Hampshire
51750,Radford,Virginia
18081,Johnson,Indiana
10005,Sussex,Delaware
51770,Roanoke City,Virginia
13249,Schley,Georgia
19183,Washington,Iowa
1079,Lawrence,Alabama
17109,McDonough,Illinois
21101,Henderson,Kentucky
35011,De Baca,New Mexico
13097,Douglas,Georgia
51075,Goochland,Virginia
49051,Wasatch,Utah
56039,Teton,Wyoming
4005,Coconino,Arizona
17043,DuPage,Illinois
8117,Summit,Colorado
22019,Calcasieu,Louisiana
46035,Davison,South Dakota
8053,Hinsdale,Colorado
31073,Gosper,Nebraska
55039,Fond du Lac,Wisconsin
51161,Roanoke,Virginia
6045,Mendocino,California
29177,Ray,Missouri
17009,Brown,Illinois
51105,Lee,Virginia
27125,Red Lake,Minnesota
28077,Lawrence,Mississippi
40133,Seminole,Oklahoma
37159,Rowan,North Carolina
26153,Schoolcraft,Michigan
19149,Plymouth,Iowa
39045,Fairfield,Ohio
22125,West Feliciana,Louisiana
20005,Atchison,Kansas
31027,Cedar,Nebraska
40099,Murray,Oklahoma
13183,Long,Georgia
51009,Amherst,Virginia
19045,Clinton,Iowa
40103,Noble,Oklahoma
13001,Appling,Georgia
36099,Seneca,New York
28141,Tishomingo,Mississippi
13219,Oconee,Georgia
38071,Ramsey,North Dakota
50013,Grand Isle,Vermont
21175,Morgan,Kentucky
48219,Hockley,Texas
17073,Henry,Illinois
48439,Tarrant,Texas
18123,Perry,Indiana
27051,Grant,Minnesota
48165,Gaines,Texas
48175,Goliad,Texas
54071,Pendleton,West Virginia
12053,Hernando,Florida
56029,Park,Wyoming
19139,Muscatine,Iowa
12095,Orange,Florida
55017,Chippewa,Wisconsin
29149,Oregon,Missouri
16003,Adams,Idaho
44007,Providence,Rhode Island
39173,Wood,Ohio
13301,Warren,Georgia
45055,Kershaw,South Carolina
48205,Hartley,Texas
19055,Delaware,Iowa
4013,Maricopa,Arizona
17029,Coles,Illinois
39137,Putnam,Ohio
55053,Jackson,Wisconsin
12007,Bradford,Florida
30065,Musselshell,Montana
38007,Billings,North Dakota
49007,Carbon,Utah
42047,Elk,Pennsylvania
42035,Clinton,Pennsylvania
35049,Santa Fe,New Mexico
31155,Saunders,Nebraska
16087,Washington,Idaho
5059,Hot Spring,Arkansas
19021,Buena Vista,Iowa
37039,Cherokee,North Carolina
6055,Napa,California
22099,St. Martin,Louisiana
18059,Hancock,Indiana
47037,Davidson,Tennessee
17053,Ford,Illinois
48469,Victoria,Texas
2240,Southeast Fairbanks,Alaska
36069,Ontario,New York
13195,Madison,Georgia
19119,Lyon,Iowa
18007,Benton,Indiana
13271,Telfair,Georgia
1133,Winston,Alabama
54085,Ritchie,West Virginia
6109,Tuolumne,California
8014,Broomfield,Colorado
46099,Minnehaha,South Dakota
51595,Emporia,Virginia
36021,Columbia,New York
27023,Chippewa,Minnesota
49017,Garfield,Utah
48141,El Paso,Texas
21073,Franklin,Kentucky
20015,Butler,Kansas
54029,Hancock,West Virginia
22073,Ouachita,Louisiana
20153,Rawlins,Kansas
51111,Lunenburg,Virginia
17063,Grundy,Illinois
20055,Finney,Kansas
27061,Itasca,Minnesota
29147,Nodaway,Missouri
18145,Shelby,Indiana
48039,Brazoria,Texas
28119,Quitman,Mississippi
42091,Montgomery,Pennsylvania
48249,Jim Wells,Texas
20111,Lyon,Kansas
21059,Daviess,Kentucky
42017,Bucks,Pennsylvania
48283,La Salle,Texas
26125,Oakland,Michigan
42069,Lackawanna,Pennsylvania
48061,Cameron,Texas
17147,Piatt,Illinois
5089,Marion,Arkansas
51640,Galax,Virginia
6025,Imperial,California
23001,Androscoggin,Maine
27135,Roseau,Minnesota
47067,Hancock,Tennessee
53043,Lincoln,Washington
4023,Santa Cruz,Arizona
12021,Collier,Florida
45027,Clarendon,South Carolina
51045,Craig,Virginia
13153,Houston,Georgia
20089,Jewell,Kansas
21137,Lincoln,Kentucky
37125,Moore,North Carolina
48375,Potter,Texas
51193,Westmoreland,Virginia
35047,San Miguel,New Mexico
21239,Woodford,Kentucky
48111,Dallam,Texas
31069,Garden,Nebraska
20049,Elk,Kansas
17181,Union,Illinois
13273,Terrell,Georgia
22117,Washington,Louisiana
48495,Winkler,Texas
20191,Sumner,Kansas
39065,Hardin,Ohio
46115,Spink,South Dakota
24013,Carroll,Maryland
5039,Dallas,Arkansas
36027,Dutchess,New York
27165,Watonwan,Minnesota
47023,Chester,Tennessee
37073,Gates,North Carolina
13025,Brantley,Georgia
53019,Ferry,Washington
46009,Bon Homme,South Dakota
28147,Walthall,Mississippi
45069,Marlboro,South Carolina
48405,San Augustine,Texas
46081,Lawrence,South Dakota
29225,Webster,Missouri
31091,Hooker,Nebraska
41009,Columbia,Oregon
20143,Ottawa,Kansas
40081,Lincoln,Oklahoma
24043,Washington,Maryland
18143,Scott,Indiana
19077,Guthrie,Iowa
51031,Campbell,Virginia
39017,Butler,Ohio
48485,Wichita,Texas
17083,Jersey,Illinois
21103,Henry,Kentucky
48055,Caldwell,Texas
17201,Winnebago,Illinois
26029,Charlevoix,Michigan
47107,McMinn,Tennessee
21147,McCreary,Kentucky
8067,La Plata,Colorado
28089,Madison,Mississippi
29091,Howell,Missouri
48195,Hansford,Texas
19159,Ringgold,Iowa
55125,Vilas,Wisconsin
39087,Lawrence,Ohio
18167,Vigo,Indiana
30091,Sheridan,Montana
40017,Canadian,Oklahoma
13139,Hall,Georgia
19189,Winnebago,Iowa
39043,Erie,Ohio
46017,Buffalo,South Dakota
21045,Casey,Kentucky
22127,Winn,Louisiana
6075,San Francisco,California
17027,Clinton,Illinois
51670,Hopewell,Virginia
13015,Bartow,Georgia
20197,Wabaunsee,Kansas
8123,Weld,Colorado
42089,Monroe,Pennsylvania
5049,Fulton,Arkansas
22001,Acadia,Louisiana
49041,Sevier,Utah
54049,Marion,West Virginia
16025,Camas,Idaho
48139,Ellis,Texas
42001,Adams,Pennsylvania
21015,Boone,Kentucky
48459,Upshur,Texas
28069,Kemper,Mississippi
48221,Hood,Texas
38065,Oliver,North Dakota
8109,Saguache,Colorado
28153,Wayne,Mississippi
48025,Bee,Texas
39117,Morrow,Ohio
6081,San Mateo,California
1007,Bibb,Alabama
31145,Red Willow,Nebraska
27101,Murray,Minnesota
53029,Island,Washington
46059,Hand,South Dakota
26039,Crawford,Michigan
29027,Callaway,Missouri
42119,Union,Pennsylvania
8045,Garfield,Colorado
19125,Marion,Iowa
21219,Todd,Kentucky
13241,Rabun,Georgia
54015,Clay,West Virginia
40051,Grady,Oklahoma
13105,Elbert,Georgia
40153,Woodward,Oklahoma
13091,Dodge,Georgia
6111,Ventura,California
2150,Kodiak Island,Alaska
17117,Macoupin,Illinois
31081,Hamilton,Nebraska
20069,Gray,Kansas
5113,Polk,Arkansas
48341,Moore,Texas
53063,Spokane,Washington
37167,Stanly,North Carolina
1071,Jackson,Alabama
35019,Guadalupe,New Mexico
39053,Gallia,Ohio
51097,King and Queen,Virginia
17127,Massac,Illinois
47157,Shelby,Tennessee
29159,Pettis,Missouri
38031,Foster,North Dakota
28025,Clay,Mississippi
13175,Laurens,Georgia
21167,Mercer,Kentucky
30057,Madison,Montana
54035,Jackson,West Virginia
39023,Clark,Ohio
18051,Gibson,Indiana
37117,Martin,North Carolina
21083,Graves,Kentucky
41063,Wallowa,Oregon
13211,Morgan,Georgia
17161,Rock Island,Illinois
51199,York,Virginia
54079,Putnam,West Virginia
50021,Rutland,Vermont
29203,Shannon,Missouri
35027,Lincoln,New Mexico
51840,Winchester,Virginia
31017,Brown,Nebraska
48183,Gregg,Texas
39107,Mercer,Ohio
26147,St. Clair,Michigan
36091,Saratoga,New York
13081,Crisp,Georgia
32023,Nye,Nevada
22107,Tensas,Louisiana
39129,Pickaway,Ohio
24023,Garrett,Maryland
24033,Prince George's,Maryland
16077,Power,Idaho
5103,Ouachita,Arkansas
13293,Upson,Georgia
20113,McPherson,Kansas
48285,Lavaca,Texas
28133,Sunflower,Mississippi
54005,Boone,West Virginia
19013,Black Hawk,Iowa
45005,Allendale,South Carolina
