CountyFIPS,Density,total_population,RuralUrban,CountyName,Lon,Lat
13089,2837.4,759228,Urban,DeKalb,-84.22680801,33.77156134
13091,41.5,20571,Rural,Dodge,-83.16822743,32.17246403
13093,34.1,13370,Rural,Dooly,-83.79870262,32.15743503
13095,269.8,88673,Rural,Dougherty,-84.21651198,31.53336898
13097,735.1,147078,Urban,Douglas,-84.76771591,33.70193019
13099,19.9,10176,Rural,Early,-84.90338002,31.32283637
13101,9.7,4014,Rural,Echols,-82.89307938,30.70975082
13103,136.0,64955,Rural,Effingham,-81.34142795,32.36744006
13105,54.8,19251,Rural,Elbert,-82.83982029,34.11646868
13107,33.4,22756,Rural,Emanuel,-82.30188355,32.58976895
13109,58.4,10671,Rural,Evans,-81.88649243,32.15671598
13111,68.3,26404,Rural,Fannin,-84.3194942,34.86437216
13113,591.7,114984,Urban,Fayette,-84.4944377,33.41321962
13115,193.6,98711,Rural,Floyd,-85.21452883,34.26263651
13117,1100.8,246592,Urban,Forsyth,-84.12500222,34.22518135
13119,89.7,23468,Rural,Franklin,-83.22903576,34.37567635
13121,2026.3,1067116,Urban,Fulton,-84.46763569,33.78992663
13123,74.1,31594,Rural,Gilmer,-84.45521958,34.69129166
13125,20.7,2979,Rural,Glascock,-82.61046235,33.22883042
13127,204.1,85660,Rural,Glynn,-81.53954271,31.23039265
13129,163.5,58167,Rural,Gordon,-84.87632994,34.50304049
13131,54.2,24623,Rural,Grady,-84.23472316,30.87476717
13133,47.7,18499,Rural,Greene,-83.16647249,33.57905137
13135,2181.8,938995,Urban,Gwinnett,-84.02434695,33.96154951
13137,164.1,45414,Rural,Habersham,-83.53082722,34.6309009
13139,523.3,205525,Urban,Hall,-83.81954094,34.31657346
13141,18.0,8475,Rural,Hancock,-83.00116758,33.26994756
13143,106.2,29955,Rural,Haralson,-85.21090935,33.79408357
13145,76.5,35486,Rural,Harris,-84.90980768,32.73610662
13147,113.4,26360,Rural,Hart,-82.96390815,34.35045345
13149,40.5,11988,Rural,Heard,-85.12858766,33.29706696
13151,734.3,236549,Urban,Henry,-84.15454247,33.45332341
13153,422.7,158726,Rural,Houston,-83.66627547,32.45932111
13155,26.8,9500,Rural,Irwin,-83.27631869,31.6022122
13157,217.5,73881,Rural,Jackson,-83.56535838,34.1337491
13159,38.8,14302,Rural,Jasper,-83.68819812,33.31610752
13161,45.7,15125,Rural,Jeff Davis,-82.63673877,31.80548774
13163,29.2,15385,Rural,Jefferson,-82.41819314,33.05473798
13165,24.9,8646,Rural,Jenkins,-81.96342975,32.79245214
13167,31.8,9643,Rural,Johnson,-82.66057401,32.70149506
13169,73.2,28837,Rural,Jones,-83.56022627,33.02482235
13171,104.6,19190,Rural,Lamar,-84.13960694,33.07619335
13173,56.3,10437,Rural,Lanier,-83.06308264,31.03767665
13175,59.1,47683,Rural,Laurens,-82.92234073,32.46361796
13177,84.6,30110,Rural,Lee,-84.14055796,31.77951544
13179,125.5,61455,Rural,Liberty,-81.49425872,31.82747904
13181,37.8,7950,Rural,Lincoln,-82.45140613,33.79369971
13183,49.1,19662,Rural,Long,-81.74557338,31.75238101
13185,237.3,117727,Rural,Lowndes,-83.26751001,30.83353845
13187,120.1,33986,Rural,Lumpkin,-84.00295315,34.57208756
13189,82.8,21323,Rural,McDuffie,-82.48108628,33.48256646
13191,34.1,14450,Rural,McIntosh,-81.40719135,31.49468299
13193,32.2,12909,Rural,Macon,-84.04223324,32.35830897
13195,106.4,30038,Rural,Madison,-83.2084333,34.12804037
13197,22.9,8365,Rural,Marion,-84.52453679,32.35284374
13199,42.3,21224,Rural,Meriwether,-84.68860778,33.04036604
13201,20.2,5715,Rural,Miller,-84.7308074,31.16385811
13205,42.6,21822,Rural,Mitchell,-84.19477796,31.2246399
13207,70.1,27741,Rural,Monroe,-83.91859794,33.01421626
13209,38.5,9220,Rural,Montgomery,-82.53455133,32.17309958
13211,56.0,19443,Rural,Morgan,-83.4920825,33.59070196
13213,116.7,40213,Rural,Murray,-84.74801074,34.78859287
13215,906.1,196062,Urban,Muscogee,-84.87648706,32.51010604
13217,413.2,112454,Rural,Newton,-83.84910042,33.55479878
13219,220.3,40604,Rural,Oconee,-83.43714652,33.83499974
13221,35.0,15350,Rural,Oglethorpe,-83.08127904,33.8809594
13223,545.2,170215,Urban,Paulding,-84.86729478,33.920349
13225,184.2,27676,Rural,Peach,-83.82698708,32.56872254
13227,141.5,32843,Rural,Pickens,-84.46570351,34.4640586
13229,61.8,19569,Rural,Pierce,-82.21370709,31.35830685
13231,88.5,19118,Rural,Pike,-84.38944889,33.0917654
13233,137.7,42733,Rural,Polk,-85.18800549,34.00173603
13235,44.8,11161,Rural,Pulaski,-83.47572165,32.23199807
13237,64.5,22216,Rural,Putnam,-83.37309234,33.32156395
13239,15.3,2307,Rural,Quitman,-85.01899463,31.86632781
13241,46.7,17280,Rural,Rabun,-83.40248502,34.88177324
13243,15.8,6779,Rural,Randolph,-84.7533471,31.76233108
13245,626.1,203065,Urban,Richmond,-82.07417198,33.35966539
13247,703.1,91261,Urban,Rockdale,-84.02526917,33.65544072
13249,31.5,5259,Rural,Schley,-84.31475136,32.26214536
13251,21.7,13982,Rural,Screven,-81.61171991,32.75104093
13253,34.3,8080,Rural,Seminole,-84.86859159,30.93880431
13255,341.2,67028,Rural,Spalding,-84.28476696,33.26037673
13257,145.1,25999,Rural,Stephens,-83.29321853,34.55385729
13259,14.3,6545,Rural,Stewart,-84.8356578,32.07745568
13261,61.0,29468,Rural,Sumter,-84.19711308,32.03986221
13263,15.9,6214,Rural,Talbot,-84.53331429,32.69942139
13265,7.9,1530,Rural,Taliaferro,-82.87867399,33.5652811
13267,52.6,25210,Rural,Tattnall,-82.05852109,32.04550377
13269,21.3,8026,Rural,Taylor,-84.25028906,32.55545221
13271,36.1,15797,Rural,Telfair,-82.93919704,31.92982674
13273,25.4,8523,Rural,Terrell,-84.43667353,31.77666522
13275,81.7,44518,Rural,Thomas,-83.91918638,30.86373928
13277,157.4,40742,Rural,Tift,-83.52674119,31.45747862
13279,73.8,26865,Rural,Toombs,-82.33095995,32.12152475
13281,73.0,12156,Rural,Towns,-83.73740021,34.91682754
13283,34.8,6939,Rural,Treutlen,-82.56759372,32.40378483
13285,168.7,69842,Rural,Troup,-85.02851439,33.03355985
13287,28.1,8011,Rural,Turner,-83.6238197,31.71645085
13289,22.7,8131,Rural,Twiggs,-83.42727973,32.66723611
13291,77.2,24838,Rural,Union,-83.99014461,34.83383243
13293,81.7,26417,Rural,Upson,-84.29952649,32.88087659
13295,156.8,69992,Rural,Walker,-85.30124895,34.7358293
13297,292.9,95403,Rural,Walton,-83.73391829,33.78145869
13299,40.2,35858,Rural,Ware,-82.42363828,31.0538998
13301,18.5,5263,Rural,Warren,-82.67619426,33.40902488
13303,30.1,20428,Rural,Washington,-82.79634307,32.9692438
13305,46.8,30017,Rural,Wayne,-81.91715588,31.55120637
13307,12.5,2611,Rural,Webster,-84.55121005,32.04731618
13309,26.5,7840,Rural,Wheeler,-82.72443335,32.1168757
13311,129.2,31092,Rural,White,-83.74713501,34.64547516
13313,360.4,104680,Rural,Whitfield,-84.96711735,34.80551983
13315,22.7,8587,Rural,Wilcox,-83.43199201,31.97263162
13317,20.9,9807,Rural,Wilkes,-82.74356988,33.78213952
13319,20.1,8982,Rural,Wilkinson,-83.17161919,32.80238417
13321,35.5,20259,Rural,Worth,-83.85071446,31.55136135
15001,50.1,201959,Rural,Hawaii,-155.5211676,19.60123506
15003,1618.0,971975,Urban,Honolulu,-157.9757097,21.46040143
15005,7.3,87,Rural,Kalawao,-156.949525,21.17287892
15007,116.9,72456,Rural,Kauai,-159.5990309,22.04243492
15009,144.3,167641,Rural,Maui,-156.5668021,20.86248204
16001,462.8,487154,Rural,Ada,-116.2411457,43.45109387
16003,3.2,4337,Rural,Adams,-116.4539392,44.88919141
16005,79.3,88233,Rural,Bannock,-112.2250113,42.66900791
16007,6.3,6148,Rural,Bear Lake,-111.3294344,42.28468759
16009,12.0,9339,Rural,Benewah,-116.6589561,47.21751507
16011,22.4,46990,Rural,Bingham,-112.3979588,43.21654997
16013,8.7,23021,Rural,Blaine,-113.9705796,43.40759364
16015,4.2,7908,Rural,Boise,-115.7272456,43.98981735
16017,26.6,46173,Rural,Bonner,-116.6012435,48.2999159
16019,64.2,119890,Rural,Bonneville,-111.6148389,43.38779682
16021,9.7,12296,Rural,Boundary,-116.4627525,48.766998
16023,1.2,2606,Rural,Butte,-113.1711938,43.72335197
16025,1.0,1113,Rural,Camas,-114.8050128,43.46439664
16027,395.0,232022,Rural,Canyon,-116.7092489,43.62515378
16029,4.1,7191,Rural,Caribou,-111.5621779,42.77041121
16031,9.4,24062,Rural,Cassia,-113.6003424,42.28396522
16033,0.5,839,Rural,Clark,-112.3516256,44.2840844
16035,3.6,8781,Rural,Clearwater,-115.6567783,46.67343002
16037,0.9,4360,Rural,Custer,-114.2827325,44.24080899
16039,9.0,27562,Rural,Elmore,-115.4693813,43.3532536
16041,21.0,13961,Rural,Franklin,-111.8132856,42.18122472
16043,7.0,13090,Rural,Fremont,-111.4819759,44.22914506
16045,32.6,18279,Rural,Gem,-116.3973679,44.06105955
16047,20.9,15206,Rural,Gooding,-114.8115228,42.97113174
16049,2.0,16739,Rural,Idaho,-115.4670388,45.84411919
16051,27.5,30082,Rural,Jefferson,-112.3110107,43.82021855
16053,40.9,24424,Rural,Jerome,-114.2645038,42.68992076
16055,134.6,167496,Rural,Kootenai,-116.7000308,47.6744641
16057,37.4,40220,Rural,Latah,-116.711485,46.81605667
16059,1.8,8086,Rural,Lemhi,-113.9340756,44.94368489
16061,8.0,3845,Rural,Lewis,-116.4260622,46.23675721
16063,4.4,5343,Rural,Lincoln,-114.1383193,43.00232711
16065,84.6,39703,Rural,Madison,-111.6590247,43.78424091
16067,27.9,21102,Rural,Minidoka,-113.6375197,42.85448818
16069,47.8,40563,Rural,Nez Perce,-116.7500003,46.32669016
16071,3.8,4572,Rural,Oneida,-112.539538,42.19493884
16073,1.5,11868,Rural,Owyhee,-116.1700201,42.58150395
16075,59.3,24110,Rural,Payette,-116.7602225,44.00705386
16077,5.5,7700,Rural,Power,-112.8408579,42.69353476
16079,4.9,12957,Rural,Shoshone,-115.8914809,47.35207039
16081,27.2,12218,Rural,Teton,-111.2080195,43.76000399
16083,45.4,87142,Rural,Twin Falls,-114.6672662,42.35602464
16085,3.1,11527,Rural,Valley,-115.5664274,44.7666868
16087,7.1,10252,Rural,Washington,-116.7848239,44.45272668
17001,76.6,65494,Rural,Adams,-91.18845544,39.9878741
17003,24.2,5704,Rural,Alexander,-89.33768329,37.19140962
17005,43.3,16461,Rural,Bond,-89.43550064,38.88702523
17007,191.0,53626,Rural,Boone,-88.82332316,42.32289961
17009,21.6,6594,Rural,Brown,-90.75026903,39.96106736
17011,37.6,32633,Rural,Bureau,-89.52854555,41.40423623
17013,18.6,4727,Rural,Calhoun,-90.66735551,39.16882841
17015,32.2,14311,Rural,Carroll,-89.93368608,42.06790394
17017,32.1,12062,Rural,Cass,-90.24733059,39.97361133
17019,209.9,209084,Rural,Champaign,-88.19939639,40.14009306
17021,45.5,32292,Rural,Christian,-89.27739335,39.54579537
17023,30.7,15410,Rural,Clark,-87.7876984,39.333655
17025,28.2,13201,Rural,Clay,-88.49042328,38.75358984
17027,79.3,37592,Rural,Clinton,-89.42268213,38.6064723
17029,99.7,50655,Rural,Coles,-88.22141023,39.52086003
17031,5439.1,5141687,Urban,Cook,-87.81688021,41.83995114
17033,42.1,18657,Rural,Crawford,-87.75963754,39.003307
17035,31.2,10781,Rural,Cumberland,-88.24036948,39.27402237
17037,166.4,105059,Rural,DeKalb,-88.77009318,41.89322815
17039,39.3,15623,Rural,De Witt,-88.90398072,40.17440678
17041,46.7,19465,Rural,Douglas,-88.21754608,39.76949551
17043,2813.7,921485,Urban,DuPage,-88.08559673,41.85194686
17045,27.5,17161,Rural,Edgar,-87.74546637,39.67864858
17047,28.7,6390,Rural,Edwards,-88.05385604,38.41610002
17049,71.1,34043,Rural,Effingham,-88.5897574,39.05963979
17051,29.8,21360,Rural,Fayette,-89.02422026,39.00018837
17053,26.7,12962,Rural,Ford,-88.2235302,40.59739228
17055,94.1,38474,Rural,Franklin,-88.92419062,37.99210601
17057,39.6,34314,Rural,Fulton,-90.207453,40.47265322
17059,14.9,4819,Rural,Gallatin,-88.22876649,37.76357747
17061,23.9,12965,Rural,Greene,-90.39056399,39.35635609
17063,122.5,51218,Rural,Grundy,-88.41889597,41.28544033
17065,18.7,8122,Rural,Hamilton,-88.53881219,38.08154333
17067,22.3,17709,Rural,Hancock,-91.16466866,40.40377304
17069,21.6,3836,Rural,Hardin,-88.26669442,37.51808974
17071,17.5,6643,Rural,Henderson,-90.92497453,40.81804873
17073,59.5,48932,Rural,Henry,-90.1312813,41.35314467
17075,24.3,27127,Rural,Iroquois,-87.82469568,40.74721556
17077,96.9,56609,Rural,Jackson,-89.38220561,37.7852773
17079,19.5,9619,Rural,Jasper,-88.15388345,39.01057055
17081,66.0,37706,Rural,Jefferson,-88.92399469,38.30021861
17083,59.1,21812,Rural,Jersey,-90.35672109,39.08568063
17085,35.3,21246,Rural,Jo Daviess,-90.21213574,42.3652792
17087,36.4,12518,Rural,Johnson,-88.88074172,37.45952508
17089,1025.1,533112,Urban,Kane,-88.42862274,41.93907809
17091,162.2,109762,Rural,Kankakee,-87.86188723,41.13747721
17093,404.3,129522,Rural,Kendall,-88.4288083,41.59098734
17095,69.2,49610,Rural,Knox,-90.21324527,40.93161365
17097,1568.7,695969,Urban,Lake,-88.0038997,42.32324586
17099,95.9,108823,Rural,LaSalle,-88.88641893,41.34406326
17101,42.1,15666,Rural,Lawrence,-87.72684251,38.7203392
17103,47.0,34037,Rural,Lee,-89.30007923,41.74642172
17105,34.2,35684,Rural,Livingston,-88.55788487,40.89177714
17107,46.4,28651,Rural,Logan,-89.36756428,40.12456067
17109,50.2,29617,Rural,McDonough,-90.67782344,40.45646248
17111,511.1,308253,Urban,McHenry,-88.45264553,42.32444298
17113,144.7,171285,Rural,McLean,-88.84759624,40.49078887
17115,179.1,103995,Rural,Macon,-88.96170117,39.86003285
17117,52.1,44932,Rural,Macoupin,-89.92450243,39.26115141
17119,367.9,263254,Rural,Madison,-89.90521707,38.8299742
17121,65.1,37255,Rural,Marion,-88.91897966,38.649654
17123,29.6,11448,Rural,Marshall,-89.34479498,41.03321359
17125,24.8,13352,Rural,Mason,-89.91638016,40.23973518
17127,58.0,13759,Rural,Massac,-88.70788222,37.21907548
17129,38.8,12202,Rural,Menard,-89.80176112,40.02765612
17131,27.6,15472,Rural,Mercer,-90.74108693,41.20543979
17133,90.3,34748,Rural,Monroe,-90.17768675,38.27857376
17135,40.3,28385,Rural,Montgomery,-89.47892664,39.23105133
17137,59.0,33554,Rural,Morgan,-90.20099574,39.71559646
17139,43.3,14551,Rural,Moultrie,-88.61929654,39.64136791
17141,66.9,50723,Rural,Ogle,-89.32056003,42.04268981
17143,288.5,178639,Rural,Peoria,-89.7600207,40.78823251
17145,47.3,20914,Rural,Perry,-89.3675078,38.084378
17147,37.3,16363,Rural,Piatt,-88.59111287,40.01034924
17149,18.7,15582,Rural,Pike,-90.88627486,39.6224698
17151,11.4,4209,Rural,Pope,-88.56135849,37.41280919
17153,26.7,5323,Rural,Pulaski,-89.12759127,37.22291001
17155,35.9,5752,Rural,Putnam,-89.28586591,41.20465835
17157,55.2,31763,Rural,Randolph,-89.82565692,38.05215265
17159,43.2,15537,Rural,Richland,-88.08547184,38.71236738
17161,331.8,141879,Rural,Rock Island,-90.5679268,41.46722963
17163,394.2,259303,Rural,St. Clair,-89.92845262,38.47017783
17165,61.9,23520,Rural,Saline,-88.54097347,37.75324113
17167,223.9,194375,Rural,Sangamon,-89.65866519,39.75825624
17169,15.5,6777,Rural,Schuyler,-90.61533662,40.15792843
17171,19.7,4953,Rural,Scott,-90.47433071,39.64390994
17173,28.5,21646,Rural,Shelby,-88.80585338,39.39134637
17175,18.6,5346,Rural,Stark,-89.79745221,41.09340992
17177,78.8,44482,Rural,Stephenson,-89.6625328,42.35163901
17179,203.1,131789,Rural,Tazewell,-89.51345916,40.50760685
17181,40.3,16660,Rural,Union,-89.25472463,37.47128742
17183,84.2,75598,Rural,Vermilion,-87.73292605,40.18371703
17185,51.6,11511,Rural,Wabash,-87.84427585,38.44627997
17187,31.0,16819,Rural,Warren,-90.61481857,40.84851016
17189,24.7,13882,Rural,Washington,-89.41076459,38.35246483
17191,22.7,16222,Rural,Wayne,-88.42560057,38.42897399
17193,27.4,13544,Rural,White,-88.17955899,38.08680041
17195,80.6,55173,Rural,Whiteside,-89.9141825,41.75596232
17197,826.7,691843,Urban,Will,-87.97842332,41.44492484
17199,158.7,66668,Rural,Williamson,-88.93010963,37.73040711
17201,550.2,282447,Urban,Winnebago,-89.16091989,42.33635569
17203,72.9,38482,Rural,Woodford,-89.21105717,40.78829161
18001,105.7,35820,Rural,Adams,-84.93671592,40.7457325
18003,578.6,380342,Urban,Allen,-85.06660354,41.09113181
18005,205.9,83784,Rural,Bartholomew,-85.89759541,39.20600189
18007,21.5,8758,Rural,Benton,-87.31080022,40.60632664
18009,71.2,11746,Rural,Blackford,-85.32478442,40.47362942
18011,161.4,68257,Rural,Boone,-86.46861109,40.05096134
18013,48.6,15150,Rural,Brown,-86.22763978,39.19641206
18015,54.5,20278,Rural,Carroll,-86.56346615,40.5830106
18017,91.5,37701,Rural,Cass,-86.34618331,40.76162398
18019,318.7,118841,Rural,Clark,-85.7071025,38.47741387
18021,73.4,26255,Rural,Clay,-87.11576628,39.39284447
18023,80.1,32464,Rural,Clinton,-86.47534877,40.30196661
18025,34.6,10589,Rural,Crawford,-86.45129948,38.29212557
18027,77.6,33346,Rural,Daviess,-87.07192926,38.7027045
18029,162.5,49577,Rural,Dearborn,-84.97342343,39.14486496
18031,71.4,26603,Rural,Decatur,-85.50112492,39.30705605
18033,120.2,43616,Rural,DeKalb,-84.99898798,41.39806132
18035,291.5,114291,Rural,Delaware,-85.39727723,40.22779145
18037,100.0,42729,Rural,Dubois,-86.87994224,38.36490688
18039,446.0,206556,Rural,Elkhart,-85.85876445,41.59769459
18041,107.5,23123,Rural,Fayette,-85.17841116,39.63983379
18043,532.8,78823,Urban,Floyd,-85.90679103,38.31844161
18045,41.3,16351,Rural,Fountain,-87.24128969,40.12118478
18047,59.2,22764,Rural,Franklin,-85.0602732,39.41468559
18049,54.3,20009,Rural,Fulton,-86.26359212,41.04708011
18051,69.0,33649,Rural,Gibson,-87.58386455,38.3118341
18053,158.9,65786,Rural,Grant,-85.65457061,40.51580434
18055,58.8,31924,Rural,Greene,-86.96218924,39.03627682
18057,863.4,340425,Urban,Hamilton,-86.05178886,40.07241804
18059,257.1,78664,Rural,Hancock,-85.77344357,39.82304185
18061,84.1,40728,Rural,Harrison,-86.11177384,38.19513188
18063,421.4,171484,Rural,Hendricks,-86.5100815,39.76976097
18065,122.8,48132,Rural,Henry,-85.3965434,39.93112509
18067,282.4,82746,Rural,Howard,-86.11663764,40.48355419
18069,95.6,36589,Rural,Huntington,-85.48824811,40.82911501
18071,86.9,44263,Rural,Jackson,-86.03795352,38.90660897
18073,60.1,33615,Rural,Jasper,-87.11603007,41.0231193
18075,53.2,20424,Rural,Jay,-85.00574195,40.43787862
18077,89.9,32430,Rural,Jefferson,-85.43825267,38.78583386
18079,73.8,27777,Rural,Jennings,-85.62772534,38.99710816
18081,496.3,159025,Rural,Johnson,-86.10147271,39.49009483
18083,71.2,36718,Rural,Knox,-87.41749963,38.68972721
18085,149.7,79574,Rural,Kosciusko,-85.86064749,41.2445485
18087,104.3,39598,Rural,LaGrange,-85.42669106,41.64234778
18089,974.6,486289,Urban,Lake,-87.3818402,41.41492641
18091,184.0,110084,Rural,LaPorte,-86.73994342,41.54624768
18093,101.2,45472,Rural,Lawrence,-86.48319018,38.84115114
18095,287.5,129911,Rural,Madison,-85.7195642,40.16144939
18097,2431.7,963666,Urban,Marion,-86.1385378,39.78178178
18099,104.2,46235,Rural,Marshall,-86.26179966,41.32487399
18101,30.6,10273,Rural,Martin,-86.80282124,38.70858739
18103,94.9,35487,Rural,Miami,-86.04512696,40.76960427
18105,376.2,148408,Rural,Monroe,-86.52317588,39.16111024
18107,76.1,38394,Rural,Montgomery,-86.89313068,40.04033554
18109,174.9,70648,Rural,Morgan,-86.44627913,39.48183246
18111,34.9,14008,Rural,Newton,-87.3978017,40.95577159
18113,116.5,47851,Rural,Noble,-85.41728883,41.39833847
18115,68.1,5869,Rural,Ohio,-84.96468041,38.94997094
18117,49.4,19663,Rural,Orange,-86.49532745,38.54117054
18119,54.1,20846,Rural,Owen,-86.83767189,39.31265802
18121,38.1,16948,Rural,Parke,-87.20681006,39.77372635
18123,50.5,19281,Rural,Perry,-86.6382075,38.07979649
18125,37.2,12430,Rural,Pike,-87.23212087,38.39837363
18127,409.0,171029,Rural,Porter,-87.06742642,41.46088039
18129,62.1,25449,Rural,Posey,-87.86549926,38.02422595
18131,28.4,12335,Rural,Pulaski,-86.69884167,41.04179355
18133,78.7,37798,Rural,Putnam,-86.84504823,39.66638181
18135,54.5,24657,Rural,Randolph,-85.01133381,40.15737546
18137,63.6,28378,Rural,Ripley,-85.26223182,39.10348437
18139,40.7,16614,Rural,Rush,-85.46569307,39.62000981
18141,594.1,271994,Urban,St. Joseph,-86.28991252,41.61670681
18143,125.9,23964,Rural,Scott,-85.74729208,38.68534147
18145,109.1,44860,Rural,Shelby,-85.79159084,39.52322427
18147,51.1,20274,Rural,Spencer,-87.00810471,38.01412885
18149,74.5,23028,Rural,Starke,-86.64777783,41.28096496
18151,112.3,34693,Rural,Steuben,-85.00106921,41.64408329
18153,46.3,20707,Rural,Sullivan,-87.4140086,39.0890832
18155,48.8,10775,Rural,Switzerland,-85.03664271,38.82629425
18157,391.0,195403,Rural,Tippecanoe,-86.8940701,40.38870976
18159,58.2,15174,Rural,Tipton,-86.05218508,40.31110579
18161,43.8,7057,Rural,Union,-84.92480221,39.62555022
18163,778.3,181713,Urban,Vanderburgh,-87.58610192,38.02515742
18165,60.4,15510,Rural,Vermillion,-87.46414168,39.85408373
18167,265.4,107030,Rural,Vigo,-87.38970625,39.4307138
18169,75.3,31045,Rural,Wabash,-85.79403759,40.84586409
18171,22.7,8278,Rural,Warren,-87.35353232,40.3466672
18173,164.3,63226,Rural,Warrick,-87.27220106,38.09221599
18175,54.7,28117,Rural,Washington,-86.1051501,38.59984583
18177,164.1,65916,Rural,Wayne,-85.00999792,39.86428776
18179,77.1,28395,Rural,Wells,-85.22138963,40.72910808
18181,47.7,24105,Rural,White,-86.86541019,40.74992374
18183,101.4,34042,Rural,Whitley,-85.50505034,41.13930903
19001,12.6,7170,Rural,Adair,-94.47105874,41.33075609
19003,8.5,3604,Rural,Adams,-94.6993121,41.02901204
19005,21.4,13678,Rural,Allamakee,-91.37807715,43.2841423
19007,25.0,12450,Rural,Appanoose,-92.86864604,40.74324681
19009,12.4,5506,Rural,Audubon,-94.90581859,41.6844628
19011,35.9,25689,Rural,Benton,-92.06460929,42.0802159
19013,232.1,131305,Rural,Black Hawk,-92.30869072,42.47010183
19015,46.0,26284,Rural,Boone,-93.93138861,42.03667226
19017,57.7,25119,Rural,Bremer,-92.31797633,42.77458494
19019,37.1,21204,Rural,Buchanan,-91.83755723,42.47108587
19021,34.0,19526,Rural,Buena Vista,-95.15100162,42.73545875
19023,24.9,14455,Rural,Butler,-92.79017341,42.73173816
19025,17.0,9677,Rural,Calhoun,-94.64046395,42.38521126
19027,35.4,20168,Rural,Carroll,-94.86032705,42.03617207
19029,22.7,12813,Rural,Cass,-94.92791359,41.33146007
19031,32.3,18697,Rural,Cedar,-91.13246684,41.77233777
19033,74.7,42479,Rural,Cerro Gordo,-93.2612239,43.08177563
19035,19.5,11262,Rural,Cherokee,-95.62389402,42.73538914
19037,23.6,11923,Rural,Chickasaw,-92.31765448,43.06006651
19039,21.8,9388,Rural,Clarke,-93.78499688,41.02910749
19041,28.2,16001,Rural,Clay,-95.15096481,43.08247182
19043,22.6,17560,Rural,Clayton,-91.34142108,42.84449371
19045,66.8,46418,Rural,Clinton,-90.53230889,41.89792461
19047,23.5,16783,Rural,Crawford,-95.38197668,42.03717842
19049,160.3,94355,Rural,Dallas,-94.03968953,41.68492618
19051,17.9,9006,Rural,Davis,-92.41006563,40.74775139
19053,14.8,7866,Rural,Decatur,-93.78644163,40.73780689
19055,29.4,16992,Rural,Delaware,-91.36699389,42.47128287
19057,93.6,38952,Rural,Des Moines,-91.18142012,40.92304427
19059,45.5,17330,Rural,Dickinson,-95.15099396,43.37782493
19061,160.1,97411,Rural,Dubuque,-90.88219145,42.46868108
19063,23.2,9178,Rural,Emmet,-94.67861386,43.3778228
19065,26.9,19665,Rural,Fayette,-91.84447588,42.86275777
19067,31.2,15643,Rural,Floyd,-92.78940097,43.0600053
19069,17.3,10075,Rural,Franklin,-93.26256737,42.73270366
19071,13.6,6976,Rural,Fremont,-95.60474436,40.74552519
19073,15.6,8905,Rural,Greene,-94.39658081,42.03614551
19075,24.4,12262,Rural,Grundy,-92.7914653,42.40195716
19077,18.1,10709,Rural,Guthrie,-94.50111014,41.68378965
19079,25.6,14785,Rural,Hamilton,-93.70672502,42.38395377
19081,18.6,10620,Rural,Hancock,-93.73458123,43.08182065
19083,29.5,16817,Rural,Hardin,-93.24040527,42.38393029
19085,20.2,14088,Rural,Harrison,-95.81703374,41.6832759
19087,46.0,19962,Rural,Henry,-91.54434326,40.98761344
19089,19.4,9170,Rural,Howard,-92.31712672,43.35676409
19091,22.0,9559,Rural,Humboldt,-94.20722537,42.7764426
19093,15.9,6874,Rural,Ida,-95.51351729,42.38694449
19095,27.6,16214,Rural,Iowa,-92.06480935,41.68631148
19097,30.6,19474,Rural,Jackson,-90.57403934,42.17178419
19099,51.0,37262,Rural,Jasper,-93.05375647,41.68604724
19101,42.2,18371,Rural,Jefferson,-91.94861765,41.03163516
19103,246.7,151503,Rural,Johnson,-91.58796281,41.67183878
19105,36.0,20742,Rural,Jones,-91.13139641,42.12118609
19107,17.7,10273,Rural,Keokuk,-92.17850717,41.33649665
19109,15.2,14813,Rural,Kossuth,-94.20689787,43.20413984
19111,65.1,33690,Rural,Lee,-91.47914149,40.64178807
19113,317.2,227370,Rural,Linn,-91.5980766,42.07941108
19115,27.4,11014,Rural,Louisa,-91.25962762,41.2184858
19117,20.0,8625,Rural,Lucas,-93.32780803,41.02958964
19119,20.0,11753,Rural,Lyon,-96.21023387,43.38105522
19121,29.3,16431,Rural,Madison,-94.01553843,41.33079759
19123,38.7,22084,Rural,Mahaska,-92.64083907,41.33521503
19125,60.2,33379,Rural,Marion,-93.09934964,41.33446684
19127,68.8,39366,Rural,Marshall,-92.9989596,42.03584688
19129,34.6,15143,Rural,Mills,-95.62137337,41.03345537
19131,22.6,10609,Rural,Mitchell,-92.78887576,43.35639379
19133,12.4,8634,Rural,Monona,-95.95997093,42.05236881
19135,17.8,7717,Rural,Monroe,-92.8690667,41.02988815
19137,23.4,9924,Rural,Montgomery,-95.15643535,41.03017649
19139,97.5,42655,Rural,Muscatine,-91.11281646,41.48387233
19141,24.1,13782,Rural,O'Brien,-95.62474556,43.08361729
19143,14.9,5960,Rural,Osceola,-95.62423,43.3786784
19145,28.3,15126,Rural,Page,-95.15010031,40.73917437
19147,15.7,8880,Rural,Palo Alto,-94.67824621,43.08193849
19149,29.3,25240,Rural,Plymouth,-96.21438768,42.73716882
19151,11.4,6608,Rural,Pocahontas,-94.67862564,42.73420133
19153,857.8,492228,Urban,Polk,-93.57370726,41.68553392
19155,98.2,93310,Rural,Pottawattamie,-95.5423094,41.33663618
